Order Id,Customer Id,Customer Name,Product Id,Product Name,Product Category,Payment Type,Quantity ordered,Price,Date and time when order was placed,Customer Country,Customer City,Site from where order was placed,Payment Transaction Confirmation Id,Payment Success or Failure,Reason for payment failure
995f43ac-bbb7-4283-bbb2-3caae32bf864,f5cc703d-9e27-45ad-8e08-0d7b7a2d50b5,Micheal Brown,b0d1d271-a24b-4ca4-ba98-c72b16fda0f7,Coffee Mug,Books,UPI,1,606.15,2020-09-17 17:16:38,Canada,Clarkhaven,eBay,fc3ea0a3-e7ec-4c79-a9b2-9362ee8e3aab,Y,
ecd99286-8b33-40d8-96c1-28ad6eeffa86,a9b50d73-f9dd-4a6e-8db5-f5f422d2c8eb,Meredith Buck,82a1a3f5-5d3b-4b0a-b902-2722bc5a8a10,Peanut Butter,Electronics,Wallet,5,319.5,2023-10-08 13:57:10,USA,Martinport,Flipkart,c34a7aac-942b-46c2-bf5e-9f8febb17f35,N,Insufficient funds
c9063fa4-0015-43f6-93fa-a465aa5f3800,38951cb8-834c-4f7d-b368-52f47dac994c,Glen Wagner,f29fd03f-ef96-457e-90b9-7b134872dd42,Utensil Holder,Sports,UPI,4,292.59,2023-01-02 16:08:47,Canada,North Jessicaview,eBay,5caa00a6-aa7b-4bef-b63d-9831f78de9fe,N,Insufficient funds
5a32dc16-ea52-437c-9766-f4a893bbf8f6,f54e2052-784f-4ee9-ac4d-52565878b088,Tammy Gomez,753d6f92-ff1b-4b50-bb37-97c107c7a409,Shaving Cream,Clothing,Internet Banking,1,997.12,2022-03-12 05:23:48,UK,Nicholasshire,Walmart,a14d591b-bdbc-4ef7-9ce7-030a0ade61b1,Y,
abf5574c-4a0f-4045-80a9-bec10a5057e8,70eefa18-fc85-480b-b805-a895e7e0a2f8,Joshua Brown,2ae80564-2749-4b96-9ad9-fd2b971ea751,Thermometer,Books,Internet Banking,3,524.58,2023-07-10 10:53:43,India,Richardshire,Walmart,2a4fb43b-e915-4ee4-94b0-f88436492caa,Y,
6ac1af6d-e27d-4155-a1be-f81fd8376dd6,ea3bb177-8ee2-49e8-9c4c-bd489ff78701,Christopher Lopez,4f3a56b1-ca7c-46f1-b60c-2b136e613298,Thermometer,Electronics,Wallet,3,728.1,2022-12-28 18:43:46,Germany,Martinezview,Walmart,6952a0a9-4d70-494c-a681-92eb76a6b42f,N,Insufficient funds
8ec07fda-7cf0-4d6e-8658-95c1f7014067,c991b85a-fc3d-4156-9052-966a9b392230,Kimberly Watson,437444ed-9dd9-4d1a-bb79-8fd211fa6e03,Facial Tissue,Books,Wallet,4,584.57,2022-12-06 20:59:14,USA,Gregoryfort,Shopify,93270595-16ab-4b85-918e-0f6ca98e02f4,Y,
2605b8ad-2750-48cc-8264-6b4cf5d17f8f,93198d0e-31ee-47b1-9817-885e99bc1e00,Brenda Hood,0bfa2d3b-cac8-4b2a-b2bb-d2d411e070b8,Sticky Notes,Sports,Internet Banking,5,65.3,2021-06-03 20:03:04,India,Archerstad,Amazon,bb020828-973c-451b-87ce-99c15f2862a2,Y,
16ffaab3-4d1d-4cc1-a135-30b23b837533,8f1655bf-4071-482b-8292-939e223b4a82,Adam Lopez,0ae55b75-641f-41e8-bed5-050f76df50a1,Fabric Softener Sheets,Home & Kitchen,Card,4,623.08,2023-10-01 05:54:47,UK,Trevorville,Flipkart,dbbbd25f-5b50-4655-ac4d-16259d4c6c74,N,Payment gateway error
d4bb3dd0-e34c-49f7-b6fc-e827bafb6c9c,8602a1c7-743e-47ea-b9e6-736054d63166,Natasha Campbell,3c993964-2f0b-43c9-970b-3abb686f8e23,Dish Towels,Electronics,Wallet,1,839.52,2022-01-06 20:31:08,USA,Hallbury,eBay,0de3b4bf-95ad-454f-873f-7efa65865c5b,Y,
baec067f-e3bf-48b8-b685-2eb6926d49c1,4cf2379a-d7a3-40d6-8768-8af56da02f78,John Shelton,be343711-ba88-443b-be9d-c2c5de4b452c,Shaving Cream,Electronics,Wallet,3,768.95,2020-06-09 20:21:08,UK,Pooletown,Shopify,f82a719b-41a7-4b25-a410-e8e93a85a8ec,Y,
238ddf4d-8add-4f3d-abaa-4cb46fa38c18,027cd2ed-f310-4569-aadb-b954261a9ef6,Russell James,13d74311-f311-4105-8fed-309e5ab523b1,Dog Bed,Home & Kitchen,Card,2,406.53,2024-03-24 03:38:07,Germany,South Williamhaven,eBay,62142e60-372c-43ce-a49a-b596c314b4d8,N,Card expired
b62f3946-4e05-4ce2-a0a1-e69247e39537,f0b6f387-77c1-46f6-8b58-937f4fbe0876,Melissa Wagner,b452719e-1c3f-428c-87fb-1801dcb89429,Air Freshener,Books,Wallet,5,837.59,2024-07-25 12:00:20,India,Leefort,Flipkart,d542ef19-9f02-4ad5-8f78-a85031f98c89,Y,
86770549-8dea-4331-a4d7-17cc27ea8b47,e518f466-a207-49a2-8104-b320f0649c04,Robert Acevedo,8e15c7a3-787f-40e0-9192-f98bd7498aaf,Toilet Paper,Sports,Card,5,872.63,2023-02-09 07:32:08,Germany,Lake Rebecca,Flipkart,f933e218-0c52-4f6a-b76e-7c80defd46b5,N,Payment gateway error
87a93f66-50ff-46ec-98e6-a218961ad5e5,17e6aa38-bf7f-4889-8f66-f6c634522ff9,Oscar Ramirez,ea10ca81-a948-423c-a795-588bcdf60cc9,Kitchen Timer,Books,Wallet,1,821.28,2020-01-04 12:35:26,Canada,New Benjaminfort,Walmart,b4d5038c-fa49-4543-8221-ae3708ab9849,Y,
db41c1b0-9b9f-4dfa-8f7b-53a757182d5e,770dd26a-4ba8-4a07-9153-f554d5187527,Justin Campos,8e3378af-7e8f-4555-9790-97ba21939dbf,Air Fryer,Sports,Wallet,4,691.57,2021-08-06 03:46:59,Germany,Lake Rhondashire,Shopify,d345c4a2-d721-420e-8e86-3f32943d2816,N,Insufficient funds
52b06633-5f98-4527-a5c7-7c420d72e1ae,f40c6a8f-d6a9-4375-8226-dfe285f35f22,Hannah Bell,70c39e17-f00b-4133-8e38-740dc2f4e71b,Serving Utensils,Electronics,UPI,2,210.87,2024-02-05 03:38:48,Canada,New Karenview,Walmart,e555d2ec-555c-465f-a98e-8561aed2c992,Y,
9257c047-8171-4a90-b41f-5031c25107b6,fb58f309-0cc8-424b-9aca-68432264c0a2,Tamara Allen,21d75a87-c6b9-4540-a803-2a6a28801d1a,Facial Tissue,Books,Card,1,846.37,2023-07-13 07:42:48,Canada,Randallfurt,eBay,a8c8815c-0c09-444f-85d9-bd2e2af70f2b,Y,
2c628e5e-2c92-4085-92aa-32e2e909eaa6,3e1a3625-d22b-42ec-83be-e0da54406a0a,Kimberly Evans,11d4066e-76e5-4ef6-b118-ebe76d7643c9,Pillows,Sports,Internet Banking,2,978.09,2020-08-07 00:01:49,Germany,North Matthewside,Walmart,87838a90-0577-48c4-967f-d98088259a61,N,Card expired
7cd58380-b67c-458e-a687-3e67a7820622,33730b3f-f143-4302-9b1c-4aeae15b7a8d,Robert Watson,707202bc-68d7-40fc-b880-b7380271d92d,Cat Litter,Home & Kitchen,UPI,4,853.05,2024-06-18 16:47:47,Canada,South Karen,Flipkart,b90b051a-287f-49c7-bab1-aa78edd657f7,Y,
d25669c9-365d-457f-9c2c-d65cdc641af2,1bc598c1-04dd-408e-a357-dd8eee6037cf,Dominic Palmer,5b5a3456-5d82-43b0-8dd3-127a5632ba9c,Grooming Supplies,Books,Internet Banking,4,118.86,2022-01-20 08:56:53,USA,North Charles,Walmart,155ea143-b88d-4c26-9b7b-7ce0c8b48fe3,N,
178581e8-d4d2-4f64-aa89-b4dbb93ef9af,0c3964c0-1ebf-4b9b-bdca-e7f8c14c826a,Christopher Anderson,52ba4ede-7fb2-4434-9b36-bf6c2060d570,Napkins,Clothing,Internet Banking,3,516.24,2024-06-08 17:18:33,Canada,Butlerstad,eBay,9e6aae8d-a5f1-446b-8fc3-0ea121956a0c,N,Insufficient funds
bf72678d-71e2-47a4-92fd-e8a3f62aeb98,d9028121-2524-40b1-a6d0-32ccddf604a3,Billy Ward,98d7e72c-8bf8-4754-ba5f-efcc5e11893d,Detergent,Clothing,Card,2,818.18,2021-12-14 02:57:08,India,Jasmineville,eBay,a7261072-fc62-4f3f-b3cf-76e767dd9343,Y,
106b7a80-b1af-46f1-a007-5a582d318195,7b47ca29-fd8d-4a29-bb57-4262944fab69,Joe Mccall,83809638-c4c5-444e-8091-8dc368dc8a1f,Electric Kettle,Clothing,Internet Banking,2,775.3,2024-05-21 18:57:13,Germany,Lake Georgestad,Shopify,f41b6b72-a647-4031-aa2c-1518f394a7c7,N,Insufficient funds
29979cd6-b173-484d-9df8-fbd506ffaace,a354dfef-8977-410c-9a96-c70c2cbb6580,Vincent Moore,38b3bfd6-defd-43a3-bec8-3c99db1debed,Dog Leash,Sports,Wallet,5,250.97,2022-08-20 08:46:45,Canada,North Jasonview,Flipkart,6b58133e-94cf-48d7-aad3-6e8a94941a62,Y,
54e93394-ab62-48b0-846e-92baf0e3ead0,4ef1273f-9106-43f1-aa1a-a60969fae2fe,Joseph Shields,b591c322-6d23-40a6-8882-4da3c580bcfe,Stapler,Sports,Internet Banking,3,880.94,2021-09-30 19:54:46,Germany,Lake Richard,Amazon,43770c21-3187-45fa-9c9f-3b4ab7796045,N,Payment gateway error
8aba94e1-93ea-4cc4-968d-8d56bded8354,811cba33-ed6b-4fe5-b30a-f71a3de284e9,Linda Walton,c9a68483-b864-483f-b704-61007a2350e2,Scrub,Books,Card,3,780.23,2021-03-13 09:13:28,UK,Port Kylebury,eBay,6fb629a8-e1cd-42f1-900d-096878412f46,Y,
a1477252-df32-415b-80d0-c2a182ae9377,76b8723b-6747-4e19-8bc3-c4be88072564,Vanessa Morris,330b9db5-ed2b-431b-9cea-9ac30fc813c0,Perfume,Clothing,UPI,3,753.81,2023-05-09 07:40:58,Germany,Port Edward,Flipkart,4737bc80-8860-455b-91c1-ee7b7ee90875,N,Insufficient funds
fa96bb6a-eb72-4c24-9503-fb07eda4309d,8c8b869a-6809-4fce-a61b-3bc7eef97cf9,Valerie Thomas,b58560dd-caf1-4196-81b0-a8fbffe6ed10,Bowls,Electronics,Internet Banking,2,319.04,2021-05-13 08:14:15,UK,Derekville,eBay,50b45fc3-4fdf-4cb6-b2e2-c1b872ca8b7b,N,Insufficient funds
401e02dc-534a-4a30-bb1f-480219ba2fc9,568fb6d6-d580-43bc-beb3-41e813010a77,Lauren Ramirez,af7fdc6d-0237-4f47-8497-dc624baa7199,Perfume,Books,UPI,2,806.66,2021-11-22 16:42:52,Canada,Lewisside,Flipkart,cafd5a1b-b219-46e4-b7b4-4e01fb6cbf58,N,
c918dae2-b2d9-4b34-9b35-5851b6479ed2,53986d9f-1c24-4a71-b580-58d3c91bfbd3,Jason Rivers,76173274-9dee-470a-80c2-ce6e01bdb805,Fabric Softener Sheets,Clothing,Card,1,500.28,2024-05-27 04:57:03,USA,Pamelachester,Shopify,2543549c-7051-449e-9bd6-9786c7d35a00,Y,
6898d86e-f71c-438b-a8d0-4df27e1124f3,d1adcfb1-c02e-447c-bdcd-ffd33351aeb2,Andrea Smith,9161e21a-86f0-4a94-a98f-87562e8d75dd,Frozen Fruits,Clothing,UPI,5,211.6,2023-05-11 16:35:29,Canada,Amberfort,Amazon,cf11374b-d2e6-4a7e-aa44-8ab55dfcf722,N,Payment gateway error
f08cb50d-e0e5-499d-b531-5bc00000487a,a2b6e3a0-8bf5-462b-9abf-9584459f296a,Allison Schultz,45220f34-6c1d-453d-845f-0d277369bdc8,Razor,Sports,UPI,4,135.61,2022-11-24 22:02:16,Canada,Port Wendy,eBay,2a4c6935-51b9-4db1-997c-a7ead0c9b17d,N,Payment gateway error
7f6f351b-4a72-4a1c-af3d-c1a244fc0175,02956250-0a63-4c38-9e2a-96ab744558ce,Tracy Tyler,63303a93-d815-4544-9e58-ac34e1d1a2cc,Sponges,Sports,Internet Banking,3,930.62,2022-04-21 11:25:10,Canada,Joseport,Flipkart,d42e0b69-f1dc-4f83-85fd-488491cb80af,Y,
85921c7a-6c7e-4f45-84cf-61d757050707,2d587585-0534-4ba2-9004-e65b535a9753,Jessica Gillespie,928803ba-2c0a-48a4-af30-4b11010e6d75,Tweezers,Home & Kitchen,UPI,2,391.91,2020-06-30 10:55:21,Germany,Floresside,Walmart,b63c23e1-e683-427b-8a7c-9d3d5eeab52d,N,Insufficient funds
437b0d1b-c03d-427f-9472-ed314cd977ec,ebc3914e-5ab5-4d30-aa4f-ea9ee50ab0c4,Lisa Davis,eaefa39c-163a-4b83-ac81-64c65079795d,Tweezers,Home & Kitchen,UPI,2,455.8,2024-03-14 17:27:20,Canada,Michaelburgh,Amazon,8d74003f-4f80-4044-a46f-6289c81af8b4,N,
4c0bca29-54f8-415f-a940-936704355734,5b24c5c6-cd43-413e-a3ae-78d610cda2c1,Christopher Gibbs,89851067-118e-4302-85b9-1a3bb73ed091,Vitamin Supplements,Books,Internet Banking,1,338.64,2022-05-23 08:30:09,India,Matthewstad,Shopify,464ffa24-226f-4624-be7f-e8257c4f9ebc,Y,
5f5cd8fa-fa9d-40af-848f-59f9d6b9915a,2f277e7c-06cc-45da-95c8-eb4b7c75ec4c,Dominic Brown,9cd7ef61-1f8e-4724-8011-356124b2e8e4,Shaving Cream,Clothing,UPI,3,664.38,2023-08-26 01:37:29,USA,South Michaelberg,Shopify,895ed02b-d17d-453c-a38f-795c0b668ba7,N,Card expired
88d4f1be-6a33-435b-a448-e6279cdf7ca7,724c8677-82d2-4fd7-bab1-76ca52fbe86b,Kimberly Barber,58dca452-0709-475a-b0f6-eb4c5df28944,Air Conditioner,Clothing,Card,3,773.75,2020-08-10 15:02:15,India,South John,eBay,c75dbe40-5a6d-471e-9ef2-c2a562cf9e15,Y,
1fa5fe2c-a3d7-4aca-b0ab-51e3b282f9d9,84d2fd40-c757-451b-8ba2-69712628698f,Robert Stephens,00864004-b9c8-452d-ade1-dddfecc34b2c,Fan,Books,Internet Banking,2,530.38,2024-08-20 04:48:07,Canada,West Morganborough,Shopify,ca4451fb-5eb6-4a1a-881a-96ee007add49,Y,
c85869c7-54a5-4b16-967e-a009e92076a7,0585e2ff-71bb-461e-9bb2-51e061122f6a,Deborah Adams,1a869380-fe15-433c-99a7-37437fdb0128,Kitchen Sink Mat,Sports,Card,2,323.46,2021-03-10 01:26:49,India,Lake Elizabeth,eBay,c6ed72e6-6743-426c-83e8-d2a99585dbe3,Y,
5f556d2c-3dd9-4741-bc6c-9cddf2f0134b,b0aca247-72a0-4b0f-905c-d692d60b94ff,Matthew Campbell,3f1466c8-9cf1-4e6d-9e91-2481a3f52b77,Razor,Books,Card,4,93.42,2023-06-24 05:05:14,Germany,Brandtmouth,Amazon,7a52649f-520a-4d87-a7d2-5850dbefcf1c,N,Insufficient funds
3a595f22-cfef-43fd-8720-8537c15ff465,4c012147-049f-4d51-9be3-a8526fc1fda0,Teresa Young,870474c7-3535-4686-9673-10bb62337f17,Canned Goods,Clothing,Card,3,971.86,2024-06-27 07:37:06,USA,Robinsonbury,eBay,b526774f-65f7-48c4-98d4-fc28eca34988,Y,
a523b557-e6e8-4e1a-8ae8-07b7b72e130d,8bec48c8-7761-43cc-83cf-b8290b163d80,Barbara Lopez,f9c4eb52-8177-4c57-89d4-b4dc65078e09,Tea Bags,Clothing,Internet Banking,3,95.9,2023-12-16 06:35:12,Canada,Tammyfurt,Walmart,c6f3cb40-50f2-4440-94ac-0b9bcbe247fd,Y,
9442cb0c-3df0-4892-a0b1-f95581e4c1ca,3933acee-b9fb-4629-a47f-041ce3553388,Heather Castillo,987cd97c-a1ea-4609-bc5e-37c01405db31,Bowls,Electronics,Internet Banking,1,823.97,2021-11-04 20:19:27,UK,Mcdanielfort,Shopify,162e916d-13f7-4103-aa54-29d994655daa,Y,
d32eb84a-84c6-4633-a50c-2575deccefd8,8e9246b2-b943-41be-a435-1bbbc7cac723,Gabriella Perez,f0312a32-1b8f-4e96-a9d1-0979cd696db7,Milk,Books,Card,2,470.46,2021-07-19 19:13:17,Germany,East Keith,Shopify,748d2c10-f298-432f-a9c1-45782538e0d1,N,
5d8ca2f1-c943-40a3-a356-e3058f3e2eeb,1e4584cc-8793-49cb-bb2d-8ed30527452b,Roberto Barber,8bf32cb9-610f-436d-b125-3b204c6854c0,Kitchen Scale,Home & Kitchen,Wallet,4,17.0,2022-03-26 16:54:41,India,New Anthony,Flipkart,843e7517-3c90-4ba3-9d46-ba12336ed668,N,Insufficient funds
b6fae357-9b32-497f-ac83-cfc8d987f9d3,26855781-f88a-4c34-a1ee-72e64c11bcfe,Kevin Willis,c8fcf1b6-93d6-4adb-9663-0e0afe8219a4,Protein Powder,Clothing,UPI,4,480.2,2020-05-18 11:30:35,UK,West Gregory,Walmart,6e607c5c-3931-4067-a410-3eb44f1439bf,Y,
916d045b-92f8-4a60-8999-03c991a30cb7,298f7121-2378-446c-a87c-875c5689de42,Jennifer Deleon,8f82b8c7-0bb7-4e92-92f3-0d0b6b02d3ac,Cooking Oil,Books,Wallet,5,485.05,2021-11-15 11:24:16,USA,South John,Walmart,8dddbe67-838b-43dd-b04e-8dbb048e95f5,Y,
2a7373db-8ced-4f7a-891b-6fac0a91b6e5,bbbfd688-002b-4de2-b4ab-be514b849153,David Wright,c466ce73-3edd-452a-9358-32f4cb3f19a9,Grooming Supplies,Sports,UPI,2,366.83,2022-02-11 00:48:55,Germany,Joshuabury,Amazon,2c4ff54c-9cec-415c-979b-667867e1b27b,N,Card expired
