Order Id,Customer Id,Customer Name,Product Id,Product Name,Product Category,Payment Type,Quantity ordered,Price,Date and time when order was placed,Customer Country,Customer City,Site from where order was placed,Payment Transaction Confirmation Id,Payment Success or Failure,Reason for payment failure
69559e0a-9a1b-46c0-98cc-b9762f72ffb1,123e4567-e89b-12d3-a456-426614174000,Jeffrey Small,123e4567-e89b-12d3-a456-426614174000,Widget E,Clothing,PayPal,1,669.63,2024-01-15 00:56:52.300374,France,Port Donnamouth,Website A,123e4567-e89b-12d3-a456-426614174000,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174001,e41b76c7-1717-44ff-b4f2-aea0ccf26148,Jeffery Palmer,123e4567-e89b-12d3-a456-426614174001,Widget E,Toys,Bank Transfer,1,583.21,2024-03-27 00:56:52.300374,Canada,East Christie,Website C,123e4567-e89b-12d3-a456-426614174001,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Angela Richard,585f60b3-d940-4923-acd4-d1e652dd2e0b,Widget A,Electronics,Credit Card,4,183.54,2024-02-02 00:56:52.300374,Canada,New Anthonystad,Website B,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Samuel Russell,123e4567-e89b-12d3-a456-426614174003,Widget E,Electronics,Credit Card,2,63.13,2023-10-07 00:56:52.300374,France,South Jeffrey,Website A,123e4567-e89b-12d3-a456-426614174003,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Benjamin Jones,123e4567-e89b-12d3-a456-426614174004,Widget D,Electronics,Credit Card,0,610.06,2024-03-23 00:56:52.300374,France,Jeffreyville,Website B,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Deborah Lin,123e4567-e89b-12d3-a456-426614174005,Widget C,Toys,PayPal,5,624.63,2023-10-15 00:56:52.300374,UK,East Benjaminshire,Website B,123e4567-e89b-12d3-a456-426614174005,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,David Martinez,123e4567-e89b-12d3-a456-426614174006,Widget D,Furniture,Credit Card,3,293.21,2024-07-29 00:56:52.300374,Canada,Hughesside,Website C,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,John Cooke,123e4567-e89b-12d3-a456-426614174007,Widget B,Clothing,Gift Card,1,937.64,2024-01-08 00:56:52.300374,Canada,Lake Sherrychester,Website B,c2271474-fb4e-44ec-90f4-24dcc0a68aa2,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Francis Henderson,123e4567-e89b-12d3-a456-426614174008,Widget D,Books,PayPal,4,948.91,2024-04-27 00:56:52.300374,UK,North Nichole,Website A,123e4567-e89b-12d3-a456-426614174008,Y,Card Expired
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,David Garcia,123e4567-e89b-12d3-a456-426614174009,Widget A,Toys,Credit Card,5,874.87,2024-04-17 00:56:52.300374,UK,South April,Website C,123e4567-e89b-12d3-a456-426614174009,Y,Insufficient Funds
